#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_2445	2	564186	564188	0.353	-1.039	0.748
CL_2446	2	332120	332122	0.015	0.117	0.221
CL_2447	2	542511	542513	0.15	-0.701	0.502
CL_2448	2	157667	157669	-0.751	0.626	-0.655
CL_2449	2	143110	143112	0.602	-0.7	0.397
CL_2450	2	272867	272869	-0.566	1.207	-0.021
CL_2451	2	244316	244318	1.18	-0.747	1.374
CL_2452	2	222098	222100	0.946	-0.561	0.265
CL_2453	2	681075	681077	0.205	-0.05	-0.503
CL_2454	2	387872	387874	0.564	-0.49	1.037
CL_2455	2	369535	369537	0.648	-1.104	1.834
CL_2456	2	636694	636696	-0.032	0.198	0.043
CL_2457	2	647975	647977	-0.248	0.858	-0.165
CL_2458	2	341293	341295	1.392	-1.06	1.133
CL_2459	2	705773	705775	0.278	-0.596	0.053
CL_2460	2	764949	764951	0.788	-0.909	0.038
CL_2461	2	578442	578444	1.471	-1.083	1.64
CL_2462	2	738461	738463	0.369	0.106	-0.476
CL_2463	2	774591	774593	-1.984	1.446	-1.726
CL_2464	2	576645	576647	-1	0.992	-1.503
CL_2465	2	427732	427734	-1.071	1.729	-1.001
CL_2466	2	495334	495336	-0.204	0.527	-1.347
CL_2467	2	452579	452581	0.447	-1.199	-0.234
CL_2468	2	489447	489449	-1.252	1.525	-1.216
CL_2469	2	387177	387179	-0.581	0.464	-0.747
CL_2470	2	815142	815144	0.361	-1.267	1.291
CL_2471	2	842947	842949	0.569	-1.22	1.025
CL_2472	2	815469	815471	1.614	-1.489	0.991
CL_2473	2	275109	275111	-0.09	0.512	1.099
CL_2474	2	418081	418083	-0.558	-0.076	-0.519
CL_2475	2	487947	487949	0.976	-1.119	0.773
CL_2476	2	605081	605083	-0.094	-0.746	-0.238
CL_2477	2	648166	648168	-0.73	-0.012	-0.377
CL_2478	2	488071	488073	0.81	-0.528	1.245
CL_2479	2	731050	731052	0.203	-0.495	0.775
CL_2480	2	585474	585476	-0.325	0.421	-0.08
CL_2481	2	732213	732215	-0.64	0.793	-0.57
CL_2482	2	816473	816475	-0.482	-0.849	0.13
CL_2484	2	732569	732571	-0.206	-0.405	1.049
CL_2485	2	277027	277029	-0.337	-0.287	0.05
CL_2486	2	449787	449789	-0.157	-0.817	0.215
CL_2487	2	466555	466557	-0.943	1.051	-0.901
CL_2488	2	517915	517917	0.659	-0.185	0.004
CL_2489	2	713992	713994	0.411	-0.827	1.363
CL_2490	2	457679	457681	-0.747	1.118	-0.849
CL_2491	2	327538	327540	0.366	-0.614	0.605
CL_2493	2	542685	542687	0.189	-1.61	0.869
CL_2494	2	229154	229156	0.623	0.318	0.853
CL_2495	2	968594	968596	0.256	0.086	0.551
CL_2496	2	765340	765342	0.261	-0.647	-0.201
CL_2497	2	783157	783159	0.212	-0.164	0.153
CL_2498	2	520058	520060	0.576	-0.378	0.775
CL_2499	2	648526	648528	-0.104	-0.035	-0.022
CL_2500	2	286595	286597	-0.769	1.248	-1.137
CL_2502	2	1013345	1013347	0.283	-0.963	0.651
CL_2503	2	813497	813499	-1.037	0.265	-0.513
CL_2504	2	942956	942958	-0.723	-0.303	-0.326
CL_2505	2	927667	927669	0.012	-0.542	-0.629
CL_2506	2	893015	893017	-0.044	-0.798	0.208
CL_2507	2	930073	930075	-0.581	0.964	-1.092
CL_2508	2	1204100	1204102	1.149	-0.902	1.45
CL_2509	2	757878	757880	1.824	-0.492	1.424
CL_2510	2	766661	766663	-0.727	-0.195	-0.047
CL_2511	2	771294	771296	-0.084	-0.156	0.504
CL_2512	2	563023	563025	-1.151	0.761	-1.023
CL_2513	2	363972	363974	0.791	-1.015	0.739
CL_2514	2	589083	589085	-2.96	2.656	-2.79
CL_2515	2	508341	508343	0.462	-0.961	0.536
CL_2516	2	681902	681904	1.322	-1.233	0.636
CL_2517	2	1159858	1159860	-0.431	0.291	0.528
CL_2518	2	1037062	1037064	-1.233	1.473	-0.919
CL_2519	2	752112	752114	0.825	-0.928	0.243
CL_2520	2	904789	904791	-2.206	2.017	-2.916
CL_2521	2	638606	638608	0.614	-0.796	0.948
CL_2522	2	724056	724058	-1.792	1.297	-0.852
CL_2523	2	433380	433382	-0.132	0.611	-0.774
CL_2524	2	1041920	1041922	-0.479	0.616	-0.546
CL_2525	2	966604	966606	0.227	-0.494	0.607
CL_2526	2	313502	313504	-0.523	0.191	0.151
CL_2527	2	1224343	1224345	0.312	-0.977	0.321
CL_2528	2	427137	427139	0.638	-0.629	0.51
CL_2529	2	682665	682667	0.007	0.208	0.196
CL_2530	2	352991	352993	1.334	-1.131	1.31
CL_2532	2	940602	940604	0.176	0.275	-0.373
CL_2533	2	825661	825663	0.694	-1.351	0.852
CL_2534	2	472562	472564	-0.521	-0.455	-0.717
CL_2535	2	1140784	1140786	0.745	-0.069	0.024
CL_2536	2	757488	757490	0.487	-0.397	0.409
CL_2537	2	711348	711350	0.344	-0.75	0.478
CL_2538	2	1058971	1058973	0.498	-0.522	0.315
CL_2539	2	425418	425420	-1.991	0.931	-2.344
CL_2540	2	947375	947377	-0.348	-0.373	0.738
CL_2541	2	889670	889672	0.483	-0.123	0.622
CL_2542	2	1356366	1356368	0.182	-0.93	0.264
CL_2543	2	909988	909990	0.602	-0.796	1.381
CL_2544	2	1419180	1419182	0.044	-0.374	-0.554
CL_2545	2	680397	680399	0.774	-0.563	1.144
CL_2546	2	1407612	1407614	-0.636	0.132	-0.099
CL_2547	2	459618	459620	0.691	-0.208	0.815
CL_2548	2	1115775	1115777	0.537	-0.878	0.885
CL_2549	2	1333912	1333914	1.255	-1.548	1.89
CL_2550	2	1126843	1126845	-1.982	1.657	-1.662
CL_2551	2	603784	603786	-1.53	1.58	-1.38
CL_2552	2	531532	531534	0.064	-0.212	0.057
CL_2553	2	799293	799295	0.352	-0.303	0.296
CL_2554	2	1136755	1136757	0.913	-1.472	0.376
CL_2555	2	758324	758326	-1.898	2.078	-2.78
CL_2556	2	1100332	1100334	-0.466	-0.335	-0.078
CL_2557	2	1391834	1391836	-0.552	-0.105	0.59
CL_2558	2	1052828	1052830	-1.446	1.206	-1.062
CL_2559	2	576571	576573	0.474	-0.06	-0.101
CL_2560	2	1574585	1574587	-0.054	0.53	0.357
CL_2561	2	762333	762335	-0.339	-0.426	-0.221
CL_2562	2	1480199	1480201	-1.315	0.339	-1.074
CL_2563	2	907832	907834	0.794	-0.952	0.679
CL_2564	2	1500765	1500767	-0.286	-1.175	-0.93
CL_2565	2	1136009	1136011	-0.665	0.116	-1.125
CL_2566	2	954682	954684	-0.314	0.817	-0.73
CL_2567	2	1483330	1483332	0.335	-0.829	0.559
CL_2568	2	1040571	1040573	0.045	-1.148	0.397
CL_2570	2	1288338	1288340	0.146	-0.659	0.403
CL_2571	2	1132769	1132771	0.589	-0.427	1.045
CL_2572	2	1027642	1027644	1.255	-1.83	1.271
CL_2573	2	1535087	1535089	-0.674	0.718	-0.286
CL_2574	2	898881	898883	-1.022	0.86	-1.413
CL_2575	2	611056	611058	-1.294	1.26	-0.457
CL_2576	2	730256	730258	-0.497	0.478	-0.414
CL_2577	2	1335288	1335290	-0.899	0.493	-1.253
CL_2578	2	1520142	1520144	0.624	-1.067	-0.867
CL_2579	2	1014388	1014390	-0.451	-0.135	-0.541
CL_2580	2	1464428	1464430	-0.564	0.406	-0.254
CL_2581	2	984791	984793	0.402	-0.997	0.788
CL_2582	2	1105581	1105583	0.989	-0.614	0.602
CL_2583	2	1148440	1148442	1.33	-1.036	0.977
CL_2584	2	776530	776532	-0.538	0.155	-0.311
CL_2585	2	586192	586194	0.453	-0.62	0.051
CL_2587	2	1079065	1079067	0.797	-0.934	0.744
CL_2588	2	1054506	1054508	1.105	-0.578	1.113
CL_2589	2	1285227	1285229	-0.24	-0.648	0.437
CL_2590	2	1056451	1056453	0.701	-0.426	0.167
CL_2591	2	652834	652836	0.248	-0.554	0.921
CL_2592	2	1264703	1264705	-0.756	0.243	-0.264
CL_2593	2	816161	816163	-0.23	-0.205	-0.098
CL_2594	2	1493883	1493885	-2.522	2.419	-2.098
CL_2595	2	1255583	1255585	-1.585	1.723	-1.688
CL_2596	2	1771141	1771143	0.292	-0.626	0.526
CL_2597	2	1698557	1698559	0.223	0.46	0.355
CL_2598	2	1825388	1825390	1.296	-1.23	1.779
CL_2599	2	1655465	1655467	0.519	-0.666	0.666
CL_2601	2	1348553	1348555	-0.049	-0.388	-0.363
CL_2602	2	1661241	1661243	0.897	-1.548	0.45
CL_2603	2	1427767	1427769	2.486	-2.065	0.882
CL_2604	2	1784552	1784554	-0.272	-0.534	0.044
CL_2605	2	617974	617976	-0.817	0.71	-0.651
CL_2606	2	688968	688970	-0.096	-0.35	0.221
CL_2607	2	1997075	1997077	-0.639	-0.079	-0.51
CL_2608	2	1315173	1315175	0.181	-0.804	0.611
CL_2609	2	2084515	2084517	0.079	0.28	-0.321
CL_2610	2	2003171	2003173	0.595	-1.112	0.293
CL_2611	2	2151967	2151969	1.228	-1.286	1.218
CL_2612	2	1037174	1037176	-0.666	0.767	-0.327
CL_2614	2	1785922	1785924	-0.283	-0.054	0.218
CL_2615	2	1641599	1641601	-0.355	-0.239	0.473
CL_2616	2	1666728	1666730	-0.315	-0.479	-0.15
CL_2617	2	1586567	1586569	0.591	-0.923	0.389
CL_2618	2	1368394	1368396	0.766	-1.179	0.579
CL_2619	2	1652773	1652775	1.489	-0.845	0.455
CL_2620	2	1599897	1599899	-0.288	0.291	-0.479
CL_2621	2	832520	832522	-0.667	0.52	-1.55
CL_2622	2	1375683	1375685	0.701	0.143	0.334
CL_2623	2	798652	798654	0.447	-0.511	0.086
CL_2624	2	649418	649420	-0.705	-2.226	-0.729
CL_2625	2	1099454	1099456	1.083	-1.477	1.436
CL_2626	2	1398981	1398983	0.101	-0.598	-0.973
CL_2627	2	2041974	2041976	0.626	0.302	0.19
CL_2628	2	2347556	2347558	0.755	-0.027	0.96
CL_2629	2	800078	800080	-0.393	-2.117	0.251
CL_2630	2	791670	791672	-0.26	0.403	-0.738
CL_2631	2	971246	971248	0.723	-1.041	-0.072
CL_2632	2	612567	612569	0.59	-0.071	0.839
CL_2633	2	1098091	1098093	0.938	-1.517	0.716
CL_2634	2	1833267	1833269	0.719	-0.014	0.209
CL_2635	2	796627	796629	0.64	-0.842	0.417
CL_2636	2	1108475	1108477	-0.29	-0.47	-0.552
CL_2637	2	1465296	1465298	1.32	-0.62	0.807
CL_2638	2	909566	909568	-0.091	-1.583	-0.152
CL_2639	2	1736517	1736519	1.216	-1.023	0.673
CL_2640	2	2013592	2013594	-0.15	0.769	-0.395
CL_2641	2	1191896	1191898	-0.327	0.601	-0.694
CL_2642	2	1641789	1641791	0.747	-0.446	0.754
CL_2643	2	900335	900337	0.362	-0.017	1.008
CL_2644	2	2356886	2356888	-0.838	-0.616	-0.958
CL_2645	2	1782778	1782780	-0.74	0.586	-0.281
CL_2646	2	1269053	1269055	-0.859	0.064	-0.658
CL_2647	2	2134058	2134060	-0.525	-0.045	-0.261
CL_2648	2	2172356	2172358	0.256	-0.631	-0.238
CL_2649	2	1095740	1095742	-0.587	0.783	-0.63
CL_2650	2	1527989	1527991	0.485	-0.352	1.2
CL_2651	2	1938070	1938072	-0.187	0.186	0.408
CL_2652	2	2424426	2424428	-0.324	-0.619	0.037
CL_2653	2	805349	805351	-0.163	-1.183	0.548
CL_2654	2	1377906	1377908	2.044	-1.15	2.089
CL_2655	2	1567550	1567552	0.361	-1.091	0.63
CL_2656	2	881858	881860	1.279	-0.907	1.706
CL_2657	2	2490103	2490105	1.107	0.136	0.71
CL_2658	2	2458591	2458593	0.102	0.415	-1.058
CL_2659	2	666833	666835	-0.132	-0.7	0.809
CL_2660	2	2032786	2032788	0.499	-1.277	1.33
CL_2661	2	2408480	2408482	0.402	-1.01	0.563
CL_2662	2	1026959	1026961	0.351	-0.17	1.001
CL_2663	2	1343640	1343642	-0.582	1.227	-0.806
CL_2664	2	1133405	1133407	1.68	-1.17	0.836
CL_2665	2	1261446	1261448	0.795	-0.708	0.521
CL_2666	2	1630688	1630690	-0.142	-0.991	0.302
CL_2667	2	967625	967627	2.168	-1.619	2.423
CL_2668	2	2261405	2261407	0.048	-0.169	-0.015
CL_2669	2	1980495	1980497	-0.917	-0.535	-0.399
CL_2670	2	2510569	2510571	0.187	-0.181	0.083
CL_2671	2	2637920	2637922	-2.622	2.474	-1.743
CL_2672	2	1307797	1307799	-2.251	2.67	-1.439
CL_2673	2	1061134	1061136	-1.036	-0.877	-0.829
CL_2674	2	2148235	2148237	-2.15	1.833	-2.592
CL_2675	2	2384735	2384737	0.338	-0.317	0.862
CL_2676	2	1731173	1731175	0.787	-0.34	1.353
CL_2677	2	1990612	1990614	-0.123	0.611	-0.02
CL_2678	2	837505	837507	-2.024	0.632	-1.504
CL_2679	2	1378795	1378797	0.416	0.103	0.381
CL_2680	2	1432500	1432502	0.173	0.925	-1.192
CL_2681	2	1551915	1551917	0.91	-1.431	0.697
CL_2682	2	2286546	2286548	0.237	0.171	0.859
CL_2683	2	1838578	1838580	0.681	-1.429	0.189
CL_2684	2	2703853	2703855	0.59	-0.394	0.382
CL_2685	2	1037568	1037570	0.43	-0.631	1.727
CL_2686	2	1219701	1219703	0.081	-0.236	1.117
CL_2688	2	1066519	1066521	1.054	-1.173	0.209
CL_2689	2	2136998	2137000	0.658	-0.571	0.559
CL_2690	2	2099293	2099295	-1.512	1.109	-1.226
CL_2692	2	1227653	1227655	1.254	-1.447	1.476
CL_2693	2	915343	915345	-0.092	0.002	0.707
CL_2694	2	2532825	2532827	-1.354	0.373	-1.239
CL_2695	2	1796170	1796172	0.445	-1.12	0.958
CL_2697	2	2528812	2528814	-0.146	0.177	0.56
CL_2698	2	969472	969474	-1.525	0.311	-1.074
CL_2700	2	2125559	2125561	-1.851	1.378	-1.306
CL_2701	2	2137336	2137338	0.182	-0.348	0.534
CL_2702	2	1300334	1300336	-0.013	-0.447	0.767
CL_2703	2	699612	699614	0.64	-1.51	1.279
CL_2704	2	2265949	2265951	1.354	-2.11	1.806
CL_2705	2	2744573	2744575	-0.522	-0.33	-0.479
CL_2706	2	1232446	1232448	-0.445	0.706	-0.713
CL_2707	2	2583436	2583438	-0.702	1.156	-0.021
CL_2708	2	1096561	1096563	-0.381	0.914	-0.11
CL_2709	2	936291	936293	1.013	-1.35	1.674
CL_2710	2	1551361	1551363	-0.327	-0.027	-0.812
CL_2711	2	2847672	2847674	0.149	0.046	0.27
CL_2712	2	1538511	1538513	-1.661	1.632	-1.823
CL_2713	2	2497285	2497287	1.185	-1.937	0
CL_2714	2	1073522	1073524	-1.175	0.909	-1.246
CL_2715	2	2959638	2959640	0.605	-0.739	0.966
CL_2716	2	855544	855546	-1.084	-0.079	-0.897
CL_2717	2	1564525	1564527	0.968	0.493	0.815
CL_2718	2	2741405	2741407	0.446	-0.563	0.275
CL_2719	2	2851500	2851502	1.077	-0.363	0.697
CL_2720	2	1856360	1856362	-1.415	1.7	-1.761
CL_2721	2	2035178	2035180	-0.575	1.076	-0.081
CL_2722	2	2162318	2162320	-0.24	-0.247	-0.252
CL_2723	2	1624736	1624738	0.061	-0.248	-0.451
CL_2724	2	2012324	2012326	0.601	-0.562	0.884
CL_2726	2	1650824	1650826	0.479	-0.931	0.503
CL_2727	20	9567	9569	1.224	-1.699	1.23
CL_2728	20	5513	5515	0.476	-0.006	0.47
CL_2729	20	6064	6066	-0.837	0.088	0.391
CL_2730	20	27329	27331	0.248	-0.748	0.157
CL_2731	20	20168	20170	-0.068	-0.184	0.505
CL_2732	20	10096	10098	0.35	-0.586	0.342
CL_2733	20	12390	12392	0.013	-0.065	-0.512
CL_2734	20	26529	26531	0.061	-0.508	0.363
CL_2735	20	25837	25839	0	-0.462	0.322
CL_2736	20	17393	17395	-2.693	1.989	-2.177
CL_2737	20	38063	38065	0.653	-0.631	0.824
CL_2738	20	61552	61554	-0.547	0.473	-0.139
CL_2739	20	59390	59392	-0.331	-0.047	-0.024
CL_2740	20	61926	61928	0.211	-0.697	0.394
CL_2741	20	21474	21476	-0.29	-0.065	1.295
CL_2742	20	66755	66757	-0.283	-0.02	-0.605
CL_2743	20	34481	34483	0.259	-0.688	-0.771
CL_2744	20	59759	59761	0.943	-1.032	0.419
CL_2745	20	104133	104135	1.255	-0.996	0.691
CL_2746	20	100307	100309	1.27	-1.8	1.077
CL_2747	20	92272	92274	-0.833	0.279	-1.112
CL_2748	20	118723	118725	-0.634	-0.174	-0.559
CL_2749	20	92758	92760	0.859	-0.676	1.157
CL_2750	20	137207	137209	1.338	-1.517	1.587
CL_2751	20	54822	54824	-0.166	-0.209	-0.704
CL_2752	20	71366	71368	0.972	-0.751	0.861
CL_2753	20	46426	46428	0.686	-1.156	0.064
CL_2754	20	141171	141173	0.976	-1.009	0.133
CL_2755	20	115819	115821	0.041	-0.384	0.569
CL_2757	20	151030	151032	-0.029	0.367	-0.437
CL_2758	20	216686	216688	0.69	-1.004	0.53
CL_2759	20	183031	183033	0.63	-0.918	0.684
CL_2760	20	83249	83251	-0.955	0.461	-0.893
CL_2761	20	228066	228068	-1.685	1.703	-1.138
CL_2762	20	266052	266054	0.079	-0.293	0.299
CL_2763	20	182265	182267	-0.183	-0.214	-0.063
CL_2764	20	139841	139843	0.611	-0.185	-0.159
CL_2765	20	81478	81480	0.793	-0.16	0.511
CL_2766	20	98354	98356	1.558	-1.715	1.501
CL_2767	20	76832	76834	-0.361	-0.329	-0.858
CL_2768	20	115394	115396	-2.037	2.701	-1.908
CL_2769	20	116532	116534	-1.31	0.477	-1.066
CL_2770	20	117848	117850	-0.026	0.077	-0.417
CL_2771	20	129548	129550	-0.664	-0.743	-0.416
CL_2772	20	306727	306729	0.316	-0.264	-0.319
CL_2773	20	190497	190499	-2.024	2.717	-2.579
CL_2774	20	250529	250531	0.303	-0.555	-0.192
CL_2775	20	250737	250739	-0.563	-0.56	0.222
CL_2776	20	284126	284128	-2.083	1.047	-2.077
CL_2777	20	225978	225980	-1.061	1.03	-0.191
CL_2778	20	154633	154635	-0.149	-1.173	-0.155
CL_2779	20	134871	134873	0.873	-1.386	1.051
CL_2780	20	134496	134498	-0.929	0.181	-1.155
CL_2781	20	147532	147534	1.155	-0.261	0.507
CL_2782	20	200739	200741	-0.258	0.19	0.729
CL_2783	20	154450	154452	-1.418	1.346	-0.981
CL_2784	20	132985	132987	-1.874	1.451	-2.557
CL_2785	20	270135	270137	-0.186	0.1	-0.092
CL_2786	20	338480	338482	0.167	-0.672	0.179
CL_2787	20	106317	106319	-0.022	0.237	0.433
CL_2788	20	105673	105675	0.58	-1.051	1.019
CL_2789	20	229730	229732	1.018	-1.657	0.733
CL_2790	20	384133	384135	0.417	-0.669	-0.139
CL_2791	20	342406	342408	-0.331	0.131	-0.415
CL_2792	20	102184	102186	-0.648	0.215	0.327
CL_2793	20	414235	414237	0.396	-0.71	0.608
CL_2794	20	209498	209500	0.624	-0.266	0.282
CL_2795	20	261889	261891	0.155	-0.315	0.893
CL_2796	20	412185	412187	-0.583	0.33	-0.132
CL_2797	20	156508	156510	-2.101	2.331	-1.452
CL_2798	20	199711	199713	-0.259	-0.424	0.697
CL_2799	20	226868	226870	-0.876	1.868	-0.536
CL_2800	20	383144	383146	-0.921	0.277	-0.272
CL_2801	20	235928	235930	-0.076	-1.652	0.499
CL_2802	20	162760	162762	1.591	-0.867	1.313
CL_2803	20	336893	336895	-1.05	-0.256	-1.291
CL_2804	20	233486	233488	0.177	-0.744	-0.066
CL_2805	20	150388	150390	0.165	-0.845	-0.076
CL_2806	20	151595	151597	-0.027	0.967	0.108
CL_2807	20	441424	441426	-0.488	-0.031	0.734
CL_2808	20	249126	249128	0.823	-0.594	0.478
CL_2809	20	508641	508643	-0.315	0.293	-0.653
CL_2810	20	437246	437248	0.133	0.671	0.122
CL_2811	20	399924	399926	-1.593	1.409	-0.72
CL_2812	20	133625	133627	0.412	-0.279	0.333
CL_2813	20	398421	398423	1.171	-1.667	1.287
CL_2815	20	169979	169981	0.674	-0.714	0.34
CL_2816	20	284455	284457	0.678	-1.463	1.004
CL_2817	20	468155	468157	0.538	-1.364	1.308
CL_2818	20	336444	336446	1.067	-1.628	1.523
CL_2819	20	294639	294641	0.859	-1.462	0.742
CL_2820	20	510982	510984	-0.512	0.141	-0.409
CL_2821	20	243689	243691	0.471	-0.021	-0.177
CL_2822	20	202338	202340	0.574	-0.605	0.333
CL_2823	20	382905	382907	1.756	-1.591	0.736
CL_2824	20	143360	143362	0.237	-0.706	-0.1
CL_2825	20	462641	462643	0.127	-0.5	0.851
CL_2826	20	229810	229812	-0.295	0.405	0.336
CL_2827	20	223386	223388	-0.849	0.22	-0.442
CL_2828	20	543774	543776	0.655	-1.011	0.783
CL_2829	20	224221	224223	0.593	-0.435	0.759
CL_2830	20	565684	565686	0.873	-0.176	0.586
CL_2831	20	193633	193635	-0.619	0.332	-0.33
CL_2832	20	676101	676103	1.024	-1.193	0.436
CL_2833	20	235859	235861	-1.423	1.195	-1.675
CL_2834	20	545707	545709	-0.191	-1.096	-0.214
CL_2835	20	438355	438357	1.004	-0.563	1.936
CL_2836	20	429568	429570	0.567	-0.475	0.943
CL_2837	20	365117	365119	-0.84	-1.242	-0.784
CL_2838	20	301255	301257	-1.678	1.145	-1.308
CL_2839	20	335926	335928	-0.628	0.308	-0.144
CL_2840	20	244199	244201	-0.847	0.807	0.576
CL_2841	20	180759	180761	-0.153	0.681	-0.104
CL_2842	20	228724	228726	-1.364	1.163	-1.621
CL_2843	20	704979	704981	0.443	-0.563	0.256
CL_2844	20	283233	283235	-0.405	-0.164	-0.367
CL_2845	20	290598	290600	0.499	-0.325	0.056
CL_2847	20	637042	637044	-2.295	1.575	-2.107
CL_2848	20	443882	443884	-0.183	-0.085	0.226
CL_2849	20	656847	656849	0.242	-0.93	0.792
CL_2850	20	524990	524992	-0.081	-0.492	-0.113
CL_2851	20	448601	448603	-0.093	-0.199	-0.82
CL_2852	20	460308	460310	0.678	-0.599	0.963
CL_2853	21	154836	154838	0.859	-1.22	0.402
CL_2854	21	115029	115031	0.845	-1.499	0.637
CL_2855	21	62672	62674	0.268	-0.519	-0.236
CL_2856	21	77527	77529	0.214	-0.129	0.345
CL_2857	21	195997	195999	0.282	-0.869	-0.483
CL_2858	21	198642	198644	0.586	-0.451	0.335
CL_2859	21	185320	185322	-0.226	-0.121	-0.313
CL_2860	21	67361	67363	1.139	-0.79	1.243
CL_2861	21	185351	185353	-1.208	0.74	-0.942
CL_2862	21	175193	175195	-1.872	1.871	-1.218
CL_2863	21	190290	190292	-0.232	-0.785	0.319
CL_2864	21	83914	83916	-0.691	-0.003	-1.095
CL_2865	21	153194	153196	0.055	-0.695	1.091
CL_2866	21	105203	105205	0.716	-1.06	0.548
CL_2867	21	143912	143914	0.85	-0.339	0.778
CL_2868	21	123671	123673	0.514	-0.389	0.833
CL_2869	21	243916	243918	0.31	-1.091	-0.911
CL_2870	21	124803	124805	-0.383	0.458	0.396
CL_2871	21	131571	131573	1.321	-1.149	0.37
CL_2872	21	247131	247133	-0.456	0.512	-0.676
CL_2873	21	241144	241146	-0.036	-0.202	0.471
CL_2874	21	160293	160295	-1.855	2.381	-3.028
CL_2875	21	282638	282640	-0.473	-0.267	0.21
CL_2876	21	243787	243789	0.229	-0.563	-0.583
CL_2877	21	272866	272868	-0.691	-1.091	-0.539
CL_2878	21	136443	136445	-0.103	-1.276	0.995
CL_2879	21	371002	371004	0.956	-1.198	0.62
CL_2880	21	271865	271867	0.817	-0.03	0.215
CL_2882	21	208722	208724	1.178	-0.662	1.238
CL_2883	21	216122	216124	-1.328	2.659	-2.597
CL_2884	21	361260	361262	0.053	-0.309	0.071
CL_2885	21	124738	124740	1.171	-1.403	1.402
CL_2886	21	282665	282667	0.751	0.302	0.097
CL_2887	21	320534	320536	0.247	-0.942	0.174
CL_2888	21	319648	319650	0.414	-0.078	1.116
CL_2889	21	317587	317589	0.604	0.068	0.167
CL_2890	21	245559	245561	-0.324	-0.802	-0.185
CL_2891	21	250713	250715	0.435	-0.696	-0.281
CL_2892	21	375938	375940	-0.481	-0.315	0.556
CL_2893	21	407396	407398	-0.08	-0.506	-0.046
CL_2894	21	164639	164641	1.141	0.205	0.519
CL_2895	21	355313	355315	-0.519	0.564	-0.272
CL_2896	21	464830	464832	-0.825	0.157	-0.167
CL_2898	21	484720	484722	1.503	-2.269	0.63
CL_2899	21	290335	290337	0.924	-1.216	1
CL_2900	21	239598	239600	1.414	-0.871	1.424
CL_2901	21	171538	171540	-1.201	0.98	-1.387
CL_2902	21	183854	183856	-0.001	-0.503	-0.805
CL_2903	21	554508	554510	-0.902	-1.021	-0.65
CL_2904	21	427169	427171	0.24	-0.431	0.258
CL_2905	21	348264	348266	0.414	-0.312	-0.174
CL_2906	21	434394	434396	-1.213	0.865	-0.296
CL_2907	21	310957	310959	-2.511	2.313	-1.536
CL_2908	21	505716	505718	-0.062	0.036	0.096
CL_2909	21	448352	448354	-1.896	1.616	-2.415
CL_2910	21	142227	142229	-3.146	2.744	-2.469
CL_2911	21	192498	192500	0.54	-1.094	0.476
CL_2912	21	154459	154461	-1.746	2.187	-1.209
CL_2913	21	152578	152580	-0.055	-0.616	0.187
CL_2914	21	331781	331783	-1.027	0.114	-1.267
CL_2915	21	171002	171004	0.037	-0.354	-0.128
CL_2916	22	52900	52902	0.889	-1.463	0.955
CL_2917	22	195067	195069	-0.828	-0.573	0.049
CL_2918	22	189418	189420	-0.268	0.816	0.103
CL_2919	22	196203	196205	0.437	-0.11	0.299
CL_2920	22	170468	170470	-2.66	3.551	-2.369
CL_2921	22	200669	200671	0.055	-0.164	0.539
CL_2922	22	218386	218388	-1.28	-0.465	-0.933
CL_2923	22	233864	233866	-0.012	-1.09	1.105
CL_2924	22	151679	151681	-0.778	0.475	-1.669
CL_2925	22	142625	142627	0.014	-1.001	0.676
CL_2927	22	97509	97511	0.148	-0.154	1.077
CL_2928	22	81932	81934	-0.25	-0.193	0.96
CL_2929	22	132385	132387	0.303	0.429	-0.086
CL_2930	22	184087	184089	-0.804	0.398	0.264
CL_2931	22	145579	145581	-1.294	1.084	-1.45
CL_2932	22	116014	116016	1.377	-1.525	1.339
CL_2933	22	69043	69045	-0.111	0.224	-0.618
CL_2934	22	109344	109346	-0.07	-0.988	-0.514
CL_2935	22	144726	144728	0.635	-0.749	1.477
CL_2936	22	171805	171807	-0.833	-0.116	0.069
CL_2937	22	119653	119655	0.413	-0.167	0.398
CL_2938	22	122799	122801	-2.025	2.981	-1.208
CL_2939	22	234005	234007	-0.035	-0.682	0.217
CL_2940	22	177431	177433	0.915	-0.142	0.444
CL_2941	22	227096	227098	-1.064	0.729	-0.483
CL_2942	22	73975	73977	-2.012	2.229	-0.972
CL_2943	22	215250	215252	0.235	-1.002	0.771
CL_2944	22	220587	220589	-1.959	0.318	-2.376
CL_2945	22	245289	245291	0.613	-0.351	0.302
CL_2946	22	249057	249059	0.27	-0.627	0.414
CL_2947	22	135291	135293	0.217	-0.974	-0.244
CL_2948	22	92133	92135	-1.811	2.299	-2.147
CL_2949	22	146331	146333	0.148	-0.239	0.187
CL_2950	22	184545	184547	-1.595	2.14	-0.857
CL_2951	22	178407	178409	-0.399	0.31	-0.599
CL_2953	22	152402	152404	0.536	-1.286	-0.098
CL_2954	22	248502	248504	-1.535	0.603	-0.083
CL_2955	22	169210	169212	0.249	-0.548	0.063
CL_2956	22	230578	230580	1.07	-0.993	1.302
CL_2957	22	369844	369846	0.771	-0.135	0.912
CL_2958	22	168173	168175	-0.17	-0.102	0.857
CL_2959	22	194395	194397	-0.816	0.589	-0.857
CL_2960	22	326771	326773	-0.63	0.773	-0.508
