#X.UG	UG.End.1
Hs.522511	-500
Hs.158319	-500
Hs.67397	500
Hs.440315	500
Hs.1314	-500
Hs.153640	-500
Hs.127826	500
Hs.83765	-500
Hs.374418	-500
Hs.446352	500
Hs.77274	500
Hs.82028	-500
Hs.15535	500
Hs.512814	-500
Hs.57856	500
Hs.201774	500
Hs.378877	-500
Hs.528667	-500
Hs.150406	-500
Hs.421245	-500
Hs.180866	-500
Hs.432855	500
Hs.378103	180.088672786951
Hs.379206	500
Hs.170222	500
Hs.226390	5.51361590623856
Hs.383396	-500
Hs.408730	-500
Hs.131555	500
Hs.162051	-500
Hs.120247	-500
Hs.409602	-500
Hs.37003	500
Hs.445237	406.879642978311
Hs.159428	-500
Hs.436986	-265.231842640787
Hs.279843	500
Hs.381928	500
Hs.42853	-500
Hs.792	-500
Hs.64056	-500
Hs.445725	500
Hs.23954	423.895567655563
Hs.400556	500
Hs.509314	500
Hs.125231	500
Hs.356226	500
Hs.440320	-500
Hs.409546	500
Hs.93765	-54.7917792573571
Hs.89474	-500
Hs.433254	-500
Hs.106019	500
Hs.174142	-500
Hs.405940	-500
Hs.93597	-402.190380264074
Hs.433618	-500
Hs.63335	-500
Hs.433512	17.2464642673731
Hs.526404	-279.114695731550
Hs.119651	-500
Hs.77768	500
Hs.799	500
Hs.433728	500
Hs.1408	-500
Hs.443881	500
Hs.356494	-500
Hs.79353	500
Hs.173933	-500
Hs.172101	-500
Hs.108806	-500
Hs.480242	-500
Hs.55047	-500
Hs.94262	500
Hs.128861	-500
Hs.368011	-500
Hs.25121	81.1066781170666
Hs.323707	-500
Hs.189081	-500
Hs.409194	500
Hs.89271	-500
Hs.181297	-420.782943256199
Hs.137400	-500
Hs.125902	-500
Hs.159499	500
Hs.458474	-500
Hs.279543	-187.578671611845
Hs.423	500
Hs.368746	500
Hs.406787	500
Hs.4253	-500
Hs.301685	-500
Hs.189998	500
Hs.422662	500
Hs.130712	-500
Hs.46465	-500
Hs.624	206.799972802401
Hs.434860	-500
Hs.55016	-500
Hs.449936	-500
Hs.281117	-7.0488965138793
Hs.375001	-500
Hs.180037	-500
Hs.119983	500
Hs.518119	500
Hs.270232	-277.534367050976
Hs.59324	500
Hs.288995	500
Hs.433616	500
Hs.21364	-500
Hs.17267	-500
Hs.153834	-500
Hs.44899	335.406169760972
Hs.50002	-500
Hs.458360	-500
Hs.415997	-500
Hs.348478	500
Hs.33719	-500
Hs.248153	500
Hs.443567	500
Hs.528312	500
Hs.276471	500
Hs.406096	500
Hs.9589	362.82108630985
Hs.300622	-500
Hs.437980	-500
Hs.97717	-500
Hs.530762	500
Hs.177136	-500
Hs.202306	500
Hs.144028	487.643533851951
Hs.40339	500
Hs.108139	500
Hs.415988	500
Hs.121575	-229.029674082994
Hs.75183	-424.1181188263
Hs.351279	-500
Hs.2259	500
Hs.480368	500
Hs.252189	-500
Hs.64	500
Hs.444340	500
Hs.59554	-123.349763453007
Hs.100890	-500
Hs.169902	500
Hs.24395	500
Hs.6066	-500
Hs.442707	-500
Hs.113290	-500
Hs.253495	-500
Hs.283794	-500
Hs.126256	500
Hs.265829	500
Hs.294008	-500
Hs.246970	-500
Hs.306307	-500
Hs.44276	500
Hs.289044	93.6308363452554
Hs.374477	-500
Hs.72916	-500
Hs.101448	-500
Hs.77311	500
Hs.89525	-500
Hs.178137	-500
Hs.426324	-500
Hs.129340	500
Hs.75189	-426.937732845545
Hs.174030	-500
Hs.403989	-500
Hs.522631	500
Hs.458354	500
Hs.434992	500
Hs.251216	500
Hs.251664	500
Hs.458337	-500
Hs.144439	-500
Hs.3402	500
Hs.150423	-500
Hs.388921	-500
Hs.240770	500
Hs.4975	500
Hs.411125	500
Hs.132037	500
Hs.5947	500
Hs.5636	500
Hs.436186	500
Hs.164140	500
Hs.153908	-500
Hs.458276	500
Hs.406078	500
Hs.176657	-500
Hs.46	500
Hs.458309	500
Hs.437877	-500
Hs.121558	-500
Hs.505644	-500
Hs.37109	500
Hs.90093	500
Hs.250113	500
Hs.310323	173.891694284976
Hs.75081	-500
Hs.211600	-500
Hs.132399	500
Hs.374334	500
Hs.78221	-500
Hs.352800	500
Hs.4747	500
Hs.444159	500
Hs.74466	-500
Hs.42674	500
Hs.204238	500
Hs.1103	-491.889535915107
Hs.407546	500
Hs.77793	123.506239615381
Hs.164226	-500
Hs.6241	-500
Hs.153640	500
Hs.50640	500
Hs.274701	-500
Hs.148168	500
Hs.301839	500
Hs.133219	500
Hs.434975	164.501443505287
Hs.25846	500
Hs.522347	500
Hs.49994	500
Hs.12535	500
Hs.30895	500
Hs.406890	500
Hs.16184	-500
Hs.21417	-500
Hs.434243	500
Hs.22157	-500
Hs.433901	500
Hs.250769	500
Hs.211569	-500
Hs.371468	-500
Hs.83572	377.801447175443
Hs.79335	-500
Hs.128316	-500
Hs.283672	-500
Hs.15159	-500
Hs.181406	-500
Hs.48855	500
Hs.183924	-500
Hs.122088	-500
Hs.30299	344.648840837181
Hs.132888	-500
Hs.119900	500
Hs.442540	500
Hs.11594	-500
Hs.125720	-500
Hs.372741	-500
Hs.446589	500
Hs.7960	500
Hs.176588	-292.402589693666
Hs.8015	500
Hs.102866	500
Hs.325321	-500
Hs.190381	-500
Hs.117339	-267.976631876081
Hs.58871	358.147919178009
Hs.185918	500
Hs.77542	-500
Hs.240443	-500
Hs.307033	-500
Hs.17969	-500
Hs.500300	-500
Hs.24395	500
Hs.170226	-500
Hs.435468	500
Hs.21902	500
Hs.163555	500
Hs.387982	-500
Hs.287636	-500
Hs.434433	500
Hs.259212	500
Hs.10526	-268.070916645229
Hs.76057	500
Hs.334633	-500
Hs.26077	500
Hs.5364	-500
Hs.54517	401.806838344783
Hs.294101	500
Hs.73987	-500
Hs.238990	-179.693880490959
Hs.380144	-347.176673822105
Hs.443793	500
Hs.512592	500
Hs.293257	-500
Hs.77770	-500
Hs.87435	-500
Hs.74624	500
Hs.267871	500
Hs.445517	-500
Hs.151573	-500
Hs.119177	-500
Hs.286221	-500
Hs.414332	500
Hs.1101	500
Hs.194148	-500
Hs.155342	500
Hs.2407	500
Hs.169875	500
Hs.302428	500
Hs.405946	418.287159409374
Hs.102336	-500
Hs.349150	500
Hs.253552	-500
Hs.5710	500
Hs.442675	-500
Hs.6764	-99.883850198239
Hs.444340	-500
Hs.89436	500
Hs.234249	500
Hs.431043	500
Hs.154057	334.544901270419
Hs.307374	292.52348234877
Hs.76206	-500
Hs.250899	500
Hs.449696	-500
Hs.446504	500
Hs.2025	500
Hs.156346	500
Hs.380230	-391.5502037853
Hs.443409	-500
Hs.371696	-412.03242726624
Hs.926	-500
Hs.132576	-500
Hs.42771	500
Hs.2633	-500
Hs.149894	500
Hs.512305	-500
Hs.422340	7.52344727516174
Hs.73965	-500
Hs.444439	-500
Hs.35101	-500
Hs.194774	500
Hs.139322	500
Hs.73088	-500
Hs.154296	-500
Hs.17631	19.6595932357013
Hs.153648	366.616942919791
Hs.19192	-500
Hs.368072	500
Hs.113824	-500
Hs.436288	-500
Hs.294101	500
Hs.356135	500
Hs.118630	500
Hs.125180	-500
Hs.89626	-500
Hs.181128	500
Hs.110837	-500
Hs.183800	500
Hs.436181	-500
Hs.115418	-500
Hs.30696	500
Hs.132399	35.1374456658959
Hs.92260	70.8679552190006
Hs.99029	500
Hs.125180	500
Hs.292754	-500
Hs.256583	500
Hs.80285	500
Hs.390162	-500
Hs.179881	-500
Hs.1973	-500
Hs.184298	-500
Hs.440603	500
Hs.362733	500
Hs.269809	-500
Hs.115181	500
Hs.19545	-500
Hs.132311	500
Hs.861	500
Hs.2375	500
Hs.77432	-500
Hs.126222	-500
Hs.311553	500
Hs.355724	-500
Hs.212892	-500
Hs.114057	266.654568258673
Hs.77694	500
Hs.489998	-500
Hs.358898	-369.805935770273
Hs.58834	-500
Hs.370123	500
Hs.200628	500
Hs.16081	59.5679087564349
Hs.136247	-500
Hs.487662	-8.03464092314243
Hs.389488	-500
Hs.250822	500
Hs.27372	-500
Hs.211594	-500
Hs.31323	500
Hs.4742	500
Hs.14559	-500
Hs.435832	-500
Hs.130774	500
Hs.253254	-378.838903270662
Hs.436949	446.846599224955
Hs.406423	459.414019715041
Hs.436439	-500
Hs.234355	-500
Hs.439794	-500
Hs.381870	500
Hs.8786	500
Hs.306676	-500
Hs.127958	500
Hs.444471	-500
Hs.378836	-500
Hs.38085	-500
Hs.444218	328.807004261762
Hs.323583	500
Hs.194816	500
Hs.86896	500
Hs.70327	443.206334020942
Hs.118110	-90.801261831075
Hs.425777	500
Hs.121549	500
Hs.427055	-500
Hs.34136	-500
Hs.38961	500
Hs.22116	-500
Hs.30213	500
Hs.48793	500
Hs.338207	-500
Hs.111676	-500
Hs.362731	-500
Hs.93832	-500
Hs.385887	-500
Hs.183858	500
Hs.369120	-500
Hs.207134	-500
Hs.374774	500
Hs.127716	500
Hs.406096	-500
Hs.108973	500
Hs.133160	-500
Hs.117938	-500
Hs.439682	500
Hs.1154	-500
Hs.356544	-383.683270774782
Hs.251871	500
Hs.278573	-411.826914642006
Hs.257827	500
Hs.421457	-500
Hs.464987	500
Hs.62918	500
Hs.272168	-500
Hs.22960	500
Hs.29106	-500
Hs.254006	500
Hs.66542	388.597154524177
Hs.46452	500
Hs.333497	500
Hs.334450	-500
Hs.436873	-500
Hs.524484	500
Hs.89584	-500
Hs.436803	500
Hs.403927	-500
Hs.359289	-384.094736073166
Hs.170160	500
Hs.9075	500
Hs.355867	29.520767275244
Hs.440603	-500
Hs.12887	-500
Hs.153961	500
Hs.77273	-500
Hs.508411	-500
Hs.232068	-500
Hs.80350	500
Hs.391855	500
Hs.25209	500
Hs.437922	-500
Hs.127799	-500
Hs.62661	-500
Hs.68257	-500
Hs.758	-500
Hs.195464	-255.812746472657
Hs.75133	500
Hs.521258	-500
Hs.258561	500
Hs.123530	-500
Hs.159546	500
Hs.164467	500
Hs.171921	-500
Hs.356342	-329.40341392532
Hs.501739	500
Hs.185726	500
Hs.406693	-500
Hs.78913	-500
Hs.436657	500
Hs.409034	-500
Hs.93210	500
Hs.28988	-500
Hs.597	-500
Hs.76753	-500
Hs.95612	-500
Hs.27239	-500
Hs.444697	500
Hs.512700	500
Hs.130655	500
Hs.19114	500
Hs.284163	-500
Hs.72988	500
Hs.383913	500
Hs.446692	500
Hs.398348	500
Hs.150917	-500
Hs.465061	500
Hs.504035	-500
Hs.624	500
Hs.80343	-500
Hs.410086	469.74461292848
Hs.412173	500
Hs.95497	-500
Hs.31386	500
Hs.247734	500
Hs.279908	500
Hs.250581	-500
Hs.168357	500
Hs.13321	500
Hs.414629	-500
Hs.236774	500
Hs.203475	500
Hs.272168	500
Hs.83758	500
Hs.191842	-242.408567573875
Hs.8375	500
Hs.166994	-500
Hs.75812	-500
Hs.24719	-500
Hs.361493	-500
Hs.55099	-500
Hs.244220	255.078012123704
Hs.49753	500
Hs.508565	500
Hs.65857	-500
Hs.22302	-500
Hs.279818	500
Hs.71968	-378.597839735448
Hs.119387	500
Hs.438669	-500
Hs.7019	-500
Hs.460584	-266.074535902590
Hs.251385	-500
Hs.196927	-500
Hs.28005	-500
Hs.95424	-500
Hs.105927	455.327327363193
Hs.7188	-500
Hs.445715	500
Hs.343748	500
Hs.131452	500
Hs.117259	-500
Hs.112881	500
Hs.105435	500
Hs.144979	-500
Hs.132799	-500
Hs.75353	500
Hs.40968	500
Hs.85201	500
Hs.374897	-500
Hs.504510	500
Hs.191887	-500
Hs.279761	-500
Hs.128041	-500
Hs.433322	-500
Hs.494854	500
Hs.510270	-500
Hs.57987	500
Hs.15999	500
Hs.58963	-500
Hs.59125	-500
Hs.211588	-500
Hs.83919	-279.050841927528
Hs.436317	-500
Hs.439586	-500
Hs.79748	500
Hs.76122	-500
Hs.75485	500
Hs.161008	500
Hs.165263	-500
Hs.370421	-500
Hs.158193	-500
Hs.198288	500
Hs.300404	500
Hs.5548	500
Hs.5985	-500
Hs.173864	500
Hs.211477	-500
Hs.63304	-500
Hs.145061	-500
Hs.148090	-500
Hs.353207	-500
Hs.445015	-500
Hs.11806	500
Hs.5300	-472.848794888705
Hs.435541	500
Hs.95260	500
Hs.416801	-500
Hs.281564	-500
Hs.279832	500
Hs.436538	-291.494894772768
Hs.443836	-71.5704308822751
Hs.377992	-90.663991868496
Hs.368078	-500
Hs.9731	500
Hs.1101	-500
Hs.448398	-500
Hs.154104	-500
Hs.100299	-500
Hs.443881	500
Hs.135465	500
Hs.17200	-350.222119595855
Hs.82502	500
Hs.167584	420.76499434188
Hs.374334	-500
Hs.206097	-500
Hs.95351	-500
Hs.78305	-500
Hs.724	-500
Hs.73957	500
Hs.8700	500
Hs.301921	-500
Hs.656	-500
Hs.254321	500
Hs.2689	500
Hs.434859	500
Hs.119597	500
Hs.30237	500
Hs.149303	500
Hs.406395	500
Hs.98998	500
Hs.221889	-500
Hs.258429	500
Hs.42151	-500
Hs.4113	500
Hs.7838	500
Hs.418057	-500
Hs.380757	500
Hs.427202	268.861630465835
Hs.351258	500
Hs.194110	500
Hs.2534	-500
Hs.315167	500
Hs.311079	500
Hs.310323	-500
Hs.254211	500
Hs.307374	500
Hs.446360	-500
Hs.449696	500
Hs.440961	500
Hs.505172	500
Hs.249955	-500
Hs.442707	500
Hs.412107	500
Hs.442936	-312.011351343244
Hs.443831	-500
Hs.440968	-500
Hs.184929	461.124004796147
Hs.223852	487.556485459208
Hs.127799	500
Hs.374418	500
Hs.355724	500
Hs.405590	500
Hs.239752	-500
Hs.87149	-500
Hs.2936	500
Hs.435556	-500
Hs.99987	-500
Hs.433795	500
Hs.34851	500
Hs.247734	500
Hs.1742	500
Hs.308053	500
Hs.436803	-500
Hs.154104	-500
Hs.404501	500
Hs.269809	500
Hs.78846	500
Hs.26010	500
Hs.367900	-500
Hs.179718	-500
Hs.388927	500
Hs.355489	500
Hs.85266	500
Hs.47357	-500
Hs.432448	-500
Hs.460124	500
Hs.66718	-500
Hs.400740	500
Hs.410745	500
Hs.350631	500
Hs.443301	500
Hs.272891	500
Hs.195161	-500
Hs.380447	-500
Hs.458453	190.456418786198
Hs.381081	-500
Hs.383019	-500
Hs.433732	500
Hs.57907	500
Hs.249171	179.217229597270
Hs.43436	273.962065111846
Hs.204044	500
Hs.123070	500
Hs.268551	-500
Hs.163484	500
Hs.351871	-500
Hs.399958	-500
Hs.276770	500
Hs.372924	500
Hs.306456	500
Hs.155482	-500
Hs.132700	153.34292082116
Hs.132050	-500
Hs.424598	500
Hs.276238	500
Hs.133410	500
Hs.64595	-500
Hs.112694	-500
Hs.137556	-500
Hs.119251	-500
Hs.444353	500
Hs.13350	-500
Hs.362996	500
Hs.26090	500
Hs.388126	-500
Hs.128848	-500
Hs.11494	-500
Hs.334168	-500
Hs.117117	500
Hs.49322	-500
Hs.82030	-500
Hs.134643	500
Hs.83450	-500
Hs.371139	-500
Hs.181315	-216.344688087702
Hs.167641	69.6407747454941
Hs.211038	500
Hs.273330	500
Hs.356719	-153.359973337501
Hs.12142	-500
Hs.334045	500
Hs.194737	500
Hs.194329	-500
Hs.285176	-500
Hs.284712	500
Hs.55947	145.115910563618
Hs.435724	500
Hs.2982	-500
Hs.17466	-500
Hs.110571	-500
Hs.368741	-500
Hs.16530	-500
Hs.389724	500
Hs.416385	500
Hs.75619	-500
Hs.23581	-500
Hs.3548	-500
Hs.254605	500
Hs.386225	-500
Hs.343220	-500
Hs.372571	-500
Hs.33084	500
Hs.9754	500
Hs.110637	500
Hs.184233	500
Hs.16611	-500
Hs.80905	500
Hs.2200	500
Hs.54517	500
Hs.83077	500
Hs.298119	-500
Hs.443727	-500
Hs.2764	500
Hs.390567	500
Hs.169300	-500
Hs.409546	-500
Hs.433764	-500
Hs.78781	-390.890431590378
Hs.13313	500
Hs.379018	-500
Hs.22824	-500
Hs.102402	500
Hs.172847	-500
Hs.285115	500
Hs.132594	-500
Hs.33084	-500
Hs.82848	500
Hs.23582	500
Hs.151738	500
Hs.83169	500
Hs.407830	500
Hs.191990	500
Hs.198241	500
Hs.47011	500
Hs.132911	-500
Hs.348153	500
Hs.292738	457.821555901319
Hs.509496	-500
Hs.513868	500
Hs.434937	-500
Hs.143482	500
Hs.1100	500
Hs.352018	-500
Hs.379466	-500
Hs.372758	500
Hs.313227	-500
Hs.413175	-500
Hs.1281	500
Hs.314658	-367.335085757077
Hs.406397	500
Hs.326035	500
Hs.437422	500
Hs.436881	-500
Hs.435726	-443.373674061149
Hs.74562	-500
Hs.75514	-500
Hs.411366	-500
Hs.272458	500
Hs.521649	-500
Hs.24087	-500
Hs.3239	-500
Hs.315366	-500
Hs.159651	500
Hs.180296	-500
Hs.355832	500
Hs.362807	-500
Hs.294030	-500
Hs.351851	-500
Hs.434387	-500
Hs.159581	-500
Hs.236030	500
Hs.444445	500
Hs.444172	-500
Hs.155247	-490.001298021525
Hs.22010	-500
Hs.181163	-500
Hs.446336	-500
Hs.348024	-500
Hs.511397	-500
Hs.76206	-500
Hs.166091	-500
Hs.454534	-500
Hs.86131	-500
Hs.9629	-500
Hs.158783	453.011428471655
Hs.128021	-500
Hs.97745	-500
Hs.103755	500
Hs.345444	80.6993804872036
Hs.140978	-500
Hs.406557	-500
Hs.75264	-500
Hs.74376	500
Hs.503747	-500
Hs.90458	500
Hs.184456	366.946151480079
Hs.21420	500
Hs.212680	-500
Hs.379930	-500
Hs.434421	-500
Hs.1652	500
Hs.439911	-500
Hs.105927	-500
Hs.439911	500
Hs.49329	-500
Hs.104613	500
Hs.128638	500
Hs.499355	-500
Hs.421649	500
Hs.87159	500
Hs.76719	-500
Hs.8107	129.830387886614
Hs.124969	-500
Hs.278675	-500
Hs.110095	-500
Hs.411865	482.583672273904
Hs.24030	-500
Hs.431270	-500
Hs.382311	-500
Hs.122440	-500
Hs.58612	-500
Hs.154679	-500
Hs.59077	500
Hs.81994	500
Hs.437040	-500
Hs.75149	-500
Hs.440478	-500
Hs.405144	500
Hs.439203	500
Hs.23881	500
Hs.76901	-500
Hs.63236	-500
Hs.380639	500
Hs.49994	-500
Hs.43018	-500
Hs.12064	-500
Hs.76171	500
Hs.21398	-500
Hs.35120	500
Hs.462306	-500
Hs.442182	500
Hs.357128	500
Hs.127686	430.061393417418
Hs.300052	500
Hs.306079	13.8034555129707
Hs.446376	500
Hs.116784	-500
Hs.43322	-500
Hs.432605	-500
Hs.132955	-500
Hs.528327	500
Hs.177574	-377.397229894996
Hs.79241	500
Hs.434102	500
Hs.98428	-500
Hs.355832	500
Hs.396503	-500
Hs.334131	-500
Hs.181243	-500
Hs.468207	-500
Hs.4980	500
Hs.149302	500
Hs.435786	500
Hs.24734	500
Hs.98661	-500
Hs.444036	500
Hs.446223	394.956786185503
Hs.376071	500
Hs.381027	500
Hs.129673	-500
Hs.93002	-500
Hs.501452	102.579316589981
Hs.105656	500
Hs.151123	-500
Hs.156171	-500
Hs.7476	-500
Hs.278712	500
Hs.61628	500
Hs.188757	500
Hs.27239	-500
Hs.279580	379.364001564682
Hs.456507	-500
Hs.128501	-500
Hs.137354	-500
Hs.172631	-232.568695209920
Hs.169441	500
Hs.349111	500
Hs.487662	328.032842371613
Hs.22116	500
Hs.25812	-500
Hs.88556	500
Hs.66731	500
Hs.111749	-500
Hs.128686	-500
Hs.132955	-500
Hs.212296	-500
Hs.384944	-500
Hs.77385	500
Hs.208080	500
Hs.337774	-500
Hs.2969	-500
Hs.424678	-500
Hs.109752	500
Hs.388373	500
Hs.385521	-500
Hs.126256	500
Hs.239818	-500
Hs.247734	500
Hs.123464	-89.227082207799
Hs.356729	-500
Hs.128271	-500
Hs.380144	500
Hs.308053	-500
Hs.386193	-500
Hs.184298	-500
Hs.151988	500
Hs.151250	500
Hs.75716	-500
Hs.44	500
Hs.512640	-500
Hs.162967	500
Hs.2062	-500
Hs.320	500
Hs.75081	500
Hs.353214	497.666362207383
Hs.104119	-500
Hs.2969	500
Hs.442527	500
Hs.131583	500
Hs.288801	-500
Hs.47003	-500
Hs.373588	-500
Hs.85445	-21.122966427356
Hs.202306	-500
Hs.112651	500
Hs.166068	-500
Hs.419763	500
Hs.76289	-500
Hs.119651	392.733444459736
Hs.422990	387.682120781392
Hs.20952	-500
Hs.31664	-500
Hs.371696	500
Hs.380271	364.865250885487
Hs.107153	500
Hs.413375	-500
Hs.1162	-500
Hs.162189	500
Hs.136345	500
Hs.420282	-500
Hs.98959	-500
Hs.26079	-500
Hs.5541	500
Hs.377070	-500
Hs.438790	500
Hs.160275	-500
Hs.514383	-500
Hs.368085	500
Hs.446504	500
Hs.225819	455.161440186203
Hs.113823	-500
Hs.15535	500
Hs.356838	-500
Hs.239666	500
Hs.124951	500
Hs.65797	-500
Hs.101474	-179.327030200511
Hs.127270	-500
Hs.365655	-500
Hs.16228	119.031162466854
Hs.269722	-500
Hs.512683	-500
Hs.2014	500
Hs.108104	-500
Hs.319677	-500
Hs.290659	500
Hs.184343	-500
Hs.133321	-500
Hs.129683	500
Hs.284266	-500
Hs.75262	-500
Hs.130463	-500
Hs.285681	500
Hs.123654	-500
Hs.433439	-500
Hs.15711	-500
Hs.423968	500
Hs.234249	500
Hs.237506	-54.873542394489
Hs.434684	-500
Hs.143495	-500
Hs.134273	500
Hs.153687	-500
Hs.370431	500
Hs.419776	-500
Hs.255149	-500
Hs.23794	-500
Hs.193516	492.728350218385
Hs.131121	-222.316056024283
Hs.306307	500
Hs.222874	-500
Hs.145726	500
Hs.87247	500
Hs.1573	-500
Hs.132194	-500
Hs.437808	19.5779395289719
Hs.369661	500
Hs.76240	500
Hs.78846	500
Hs.789	-500
Hs.442946	500
Hs.437638	-500
Hs.4248	-500
Hs.256278	-500
Hs.421496	500
Hs.240443	-69.91553818807
Hs.443793	-500
Hs.433512	500
Hs.247734	500
Hs.270847	-500
Hs.306864	500
Hs.22116	500
Hs.167584	500
Hs.46319	-74.3613415397704
Hs.89546	-500
Hs.2256	-500
Hs.1695	-500
Hs.21330	500
Hs.211601	-500
Hs.82906	500
Hs.38125	-500
Hs.447529	-500
Hs.54483	500
Hs.75678	500
Hs.82548	500
Hs.274772	500
Hs.108957	500
Hs.436656	-500
Hs.380822	-500
Hs.421654	500
Hs.11114	500
Hs.8026	-500
Hs.482391	-500
Hs.356086	500
Hs.434251	-500
Hs.160786	500
Hs.513489	-500
Hs.72912	500
Hs.111779	500
Hs.458359	-500
Hs.92489	-421.727916691452
Hs.446705	500
Hs.18268	500
Hs.11101	-500
Hs.75873	500
Hs.80545	500
Hs.12249	500
Hs.132799	-500
Hs.6522	-500
Hs.177687	-355.962153989822
Hs.375921	500
Hs.125180	500
Hs.288141	500
Hs.119813	500
Hs.445240	-500
Hs.192881	500
Hs.368172	500
Hs.166270	500
Hs.198365	500
Hs.74405	500
Hs.502836	500
Hs.119983	500
Hs.167700	500
Hs.169054	500
Hs.408883	500
Hs.495172	-500
Hs.433146	-500
Hs.434863	-500
Hs.122133	500
Hs.156880	500
Hs.424559	-500
Hs.505084	500
Hs.72157	500
Hs.418097	500
Hs.5978	500
Hs.509050	-500
Hs.135406	500
Hs.349088	-500
Hs.5301	-500
Hs.6278	500
Hs.19066	500
Hs.528312	-500
Hs.3100	500
Hs.355983	230.192588642240
Hs.85482	-500
Hs.440835	-500
Hs.439683	500
Hs.429365	-500
Hs.444207	500
Hs.332119	-500
Hs.268768	500
Hs.18192	500
Hs.380055	500
Hs.146688	500
Hs.375008	500
Hs.49598	-500
Hs.55209	-500
Hs.21753	-500
Hs.440905	-500
Hs.277533	-500
Hs.131004	500
Hs.210387	-500
Hs.53997	500
Hs.8366	500
Hs.258575	147.373711224645
Hs.224601	500
Hs.231444	-500
Hs.301005	-500
Hs.404336	500
Hs.155119	-500
Hs.177486	-500
Hs.407604	500
Hs.436490	500
Hs.83848	500
Hs.75760	-500
Hs.288798	500
Hs.103180	-500
Hs.275086	-500
Hs.474799	500
Hs.8850	-500
Hs.186126	-500
Hs.12942	500
Hs.493845	-500
Hs.15467	500
Hs.99638	468.931465875357
Hs.25597	-500
Hs.444695	500
Hs.318783	500
Hs.459179	-500
Hs.81687	500
Hs.529100	500
Hs.278857	500
Hs.79474	-500
Hs.446357	-500
Hs.369009	500
Hs.2534	500
Hs.479888	-500
Hs.354740	500
Hs.132569	-500
Hs.13024	500
Hs.268012	500
Hs.20509	-500
Hs.355697	-500
Hs.79968	-500
Hs.354740	500
Hs.402525	-500
Hs.438649	-500
Hs.26518	-500
Hs.108502	-500
Hs.40154	500
Hs.147451	331.733569037169
Hs.427152	-403.591759968549
Hs.108408	-178.836972918361
Hs.435255	500
Hs.5364	500
Hs.390395	-500
Hs.145820	-430.357984732836
Hs.144941	-500
Hs.328232	500
Hs.1708	-500
Hs.316977	-500
Hs.83672	-421.545126009732
Hs.272493	-382.471799384803
Hs.285401	500
Hs.274445	-500
Hs.420696	500
Hs.49658	500
Hs.117852	500
Hs.443796	500
Hs.390662	500
Hs.75216	-500
Hs.306912	500
Hs.308242	-384.025890380144
Hs.184582	-500
Hs.512675	-500
Hs.17917	500
Hs.412870	-500
Hs.27495	500
Hs.226434	500
Hs.22599	500
Hs.117238	500
Hs.91813	-500
Hs.307374	-500
Hs.130463	500
Hs.278429	500
Hs.400456	-500
Hs.71657	-500
Hs.435675	-500
Hs.239388	500
Hs.6343	500
Hs.19414	500
Hs.125087	231.085368432105
Hs.301743	-500
Hs.75616	500
Hs.347527	500
Hs.370873	-500
Hs.28914	-362.755749374628
Hs.82508	500
Hs.341806	-500
Hs.141727	-500
Hs.36069	500
Hs.429365	-500
Hs.9302	-500
Hs.98614	-500
Hs.185018	-500
Hs.435689	-500
Hs.433343	500
Hs.403927	-494.55301836133
Hs.226390	500
Hs.283741	-500
Hs.8127	500
Hs.84549	500
Hs.406068	500
Hs.432355	-500
Hs.11463	500
Hs.349656	500
Hs.427107	500
Hs.412836	-500
Hs.183733	-239.556685555726
Hs.369675	-500
Hs.164347	-446.141599677503
Hs.127562	500
Hs.386392	-500
Hs.7720	-500
Hs.130643	-500
Hs.168241	-500
Hs.444354	500
Hs.435673	-500
Hs.17466	-500
Hs.389277	-500
Hs.84905	-500
Hs.405666	500
Hs.74635	500
Hs.126580	500
Hs.138380	500
Hs.511991	-500
Hs.437783	-500
Hs.433512	500
Hs.508411	-500
Hs.163070	-131.957603152841
Hs.158688	500
Hs.436071	-500
Hs.380921	500
Hs.190389	-500
Hs.155499	-500
Hs.301132	500
Hs.370530	-500
Hs.415749	500
Hs.1119	500
Hs.29863	500
Hs.31297	500
Hs.31931	-500
Hs.155983	500
Hs.302161	500
Hs.439171	500
Hs.334726	500
Hs.107387	500
Hs.219614	500
Hs.24178	500
Hs.8108	-500
Hs.356427	304.145792033523
Hs.446445	-500
Hs.409131	-500
Hs.440899	-500
Hs.373623	500
Hs.321766	500
Hs.9059	500
Hs.44410	-500
Hs.41270	-321.047583129257
Hs.82609	500
Hs.63758	500
Hs.78354	500
Hs.77367	500
Hs.81886	500
Hs.304694	500
Hs.440848	500
Hs.418083	-194.558277726173
Hs.477	500
Hs.24119	500
Hs.3496	500
Hs.322914	-500
Hs.407755	500
Hs.401703	500
Hs.286049	-500
Hs.96867	-500
Hs.165195	500
Hs.5741	500
Hs.310511	500
Hs.8136	-500
Hs.355693	-500
Hs.440165	-66.4544431492686
Hs.64056	500
Hs.173933	-500
Hs.381002	500
Hs.349208	-500
Hs.436249	500
Hs.118539	-500
Hs.60770	500
Hs.41	-500
Hs.375957	500
Hs.525654	-500
Hs.26010	-433.154718484730
Hs.87	500
Hs.356838	500
Hs.200063	-500
Hs.134228	-500
Hs.213065	500
Hs.119947	500
Hs.181391	-500
Hs.207134	-500
Hs.510939	-500
Hs.131869	500
Hs.437866	-500
Hs.474401	-500
Hs.351680	500
Hs.318603	500
Hs.446393	500
